serialno,no,weight,length,age,sex,stage,liverweight,gonadweight,spawningage,spawningzones,readability,otolithedge,otolithtype_2,otolithtype_4,otolithtype_5
70315,11,3.1002805447871693,1.8409436217705952,11.0,1,2,1.2349984897991686,0.389635548975363,1.5921533251378137,0.2336286624682574,1.9663871696386335,4,0,0,1
70315,12,-0.047921549688651595,0.5040305226385896,9.0,1,2,-0.4380637527643356,-0.39954844751549157,0.7004274594082358,0.2336286624682574,-0.4386417519090147,4,0,0,1
70315,13,-0.9620295569411602,-1.3243947452919473,3.0,2,1,-0.7303314604232607,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,1,-0.6630411133114097,-0.4396728414545908,6.0,2,1,-0.6151555187706667,-0.3362987283067527,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,2,-0.5158157751328479,-0.28238894743906073,6.0,2,1,-0.49279534407280645,-0.3362987283067527,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,3,-0.8722826042158726,-0.9508454970050635,5.0,2,1,-0.7212249505674192,-0.3362987283067527,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,4,-0.5097654187693454,-0.20374700043129568,6.0,1,1,-0.5047885482981486,-0.3362987283067527,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,5,-0.9292567933055215,-1.1867713380283587,4.0,1,1,-0.7272925625211863,-0.3362987283067527,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,6,-0.558672466040991,-0.20374700043129568,6.0,1,1,-0.5577573174148305,-0.3362987283067527,-0.191298406321342,-0.536423705272512,1.9663871696386335,1,0,0,1
70315,7,-0.5304374696779791,-0.2430679739351782,6.0,1,1,-0.5179043776991149,-0.3362987283067527,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,8,-0.4906059569515874,-0.16442602692741318,6.0,2,1,-0.4933109563433733,-0.3362987283067527,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,9,-0.6438816514936517,-0.2430679739351782,6.0,2,1,-0.6407700500950542,-0.3362987283067527,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,10,-0.544554967859485,-0.40035186795070826,7.0,1,1,-0.49610216268265206,-0.3362987283067527,0.2545645265434469,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,11,-0.46085837149769987,-0.08578407991964813,6.0,1,1,-0.47963896401136374,-0.3362987283067527,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70319,1,-0.5869074624040028,-0.28238894743906073,6.0,2,1,-0.4876275595883562,-0.6129811547859425,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70319,2,-0.6615285242205341,-0.40035186795070826,6.0,1,1,-0.6550472887458303,-0.6012018491689208,-0.191298406321342,-0.536423705272512,2.567644400025545,4,0,0,1
70319,3,-0.7976615423993412,-0.754240629485651,5.0,2,1,-0.7170493409846577,-0.6129811547859425,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70319,4,-0.4280856078620611,-0.007142132911883102,7.0,2,1,-0.29542592701887177,-0.5300009933835154,0.1239406204307158,-0.536423705272512,-0.4386417519090147,4,0,0,1
70319,5,-0.9176602769421416,-1.0491479307647698,4.0,1,1,-0.7604413188100764,-0.6115085661085196,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70319,6,-0.9842141969406695,-1.4030366922997124,3.0,1,1,-0.7358124733579962,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,1,-0.18707974604921,-0.007142132911883102,7.0,2,5,-0.2027302577678409,-0.6070922038786125,0.23192304948390685,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,2,-0.5904368369493792,-0.4396728414545908,6.0,1,1,-0.2768867931686656,-0.6012018491689208,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,3,-0.7855608296723361,-0.8132220897414747,5.0,2,1,-0.4815739648617583,-0.6115085661085196,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,4,-0.4437156951344427,-0.20374700043129568,6.0,2,1,-0.4318209832025315,-0.6115085661085196,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,5,-0.7013600369469258,-0.6362777089740034,5.0,2,1,-0.5807015785097994,-0.6115085661085196,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,6,-0.9348029533053988,-1.3440552320438888,3.0,2,1,-0.6962071790198137,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,7,-0.9675757169410375,-1.36371571879583,3.0,2,1,-0.7270651924738913,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,8,-0.8460643933073615,-0.9705059837570048,4.0,2,1,-0.6178744336278149,-0.6115085661085196,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,9,-1.0169869605763082,-1.6586230200749488,2.0,2,1,-0.7110322326154359,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,10,-1.0553058842118244,-2.268098109385128,1.0,0,1,-0.6088014311799183,-0.3362987283067527,-2.420613070645287,-0.536423705272512,-0.4386417519090147,4,0,0,1
70343,11,-1.0371548151213168,-1.8748883743463027,2.0,1,1,-0.6818732941445793,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,1,-0.7250572660373108,-0.6755986824778859,5.0,2,1,-0.5186522325621706,-0.6129811547859425,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,2,-0.880349746033876,-0.9311850102531223,5.0,2,1,-0.6860719617196448,-0.6129811547859425,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,3,-0.8647196587614944,-0.9705059837570048,4.0,2,1,-0.5807015785097994,-0.6129811547859425,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,4,-0.9927855351222981,-1.5013391260594187,3.0,1,1,-0.7219130647934292,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,5,-1.0074072296674292,-1.599641559819125,3.0,2,1,-0.7145664905504702,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,6,-1.0316086551214394,-1.83556740084242,2.0,1,1,-0.6851395851865799,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,7,-0.7396789605824419,-0.5183147884623558,5.0,2,1,-0.7294402926906628,-0.6129811547859425,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,8,-0.971105091486414,-1.3243947452919473,4.0,1,1,-0.7401607234519882,-0.3362987283067527,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,9,-1.0482471351210714,-1.9928512948579502,2.0,0,1,-0.66606772742605,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,1,-1.0520286078482604,-2.130474702121539,1.0,0,1,-0.6377076092554196,-0.3362987283067527,-2.420613070645287,-0.536423705272512,-0.4386417519090147,4,0,0,1
70351,2,-1.0537932951209488,-2.209116649129304,1.0,0,1,-0.6210727746023601,-0.3362987283067527,-2.420613070645287,-0.536423705272512,-0.4386417519090147,4,0,0,1
70401,1,-0.7815272587633344,-0.754240629485651,5.0,1,1,-0.6612900583076344,-0.6085633887536738,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70401,2,-0.6932928951289224,-0.4789938149584733,6.0,1,1,-0.6488991066016293,-0.5997306642938597,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
